桧,ひのき/カイ Japanese cypress
徳,トク benevolence
某,それがし/ボウ so-and-so
養,やしな∙う/ヨウ foster
塞,ふさ∙ぐ/ソク close
亘,わた∙る/コウ span
掌,てのひら/ショウ manipulate
卓,タク eminent
扶,たす∙ける/フ aid
瑛,エイ sparkle of jewelry
亜,つ∙ぐ/ア Asia
敦,あつ∙い/トン industry
椋,むく/リョウ type of deciduous tree
斉,そろ∙う/セイ adjusted
偶,たま/グウ accidentally
夫,おっと/フ husband
乗,の∙る/ジョウ ride
畏,おそ∙れる/イ fear
突,つ∙く/トツ stab
黛,まゆずみ/タイ blackened eyebrows
秘,ひ∙める/ヒ secret
全,まった∙く/ゼン whole
罪,つみ/ザイ guilt
耳,みみ/ジ ear
音,おと/オン sound
輝,かがや∙く/キ radiance
脱,ぬ∙ぐ/ダツ undress
隷,したが∙う/レイ slave
姥,うば/ボ old woman
割,わ∙る/カツ proportion
分,わ∙ける/ブン part
亭,テイ pavilion
障,さわ∙る/ショウ hinder
篤,あつ∙い/トク fervent
周,まわ∙り/シュウ circumference
粟,あわ/ゾク millet
激,はげ∙しい/ゲキ violent
紐,ひも/チュウ string
曾,かつ∙て/ソウ once
撞,つ∙く/ドウ thrust
労,ろう∙する/ロウ labor
奈,いかん/ナ Nara
諏,そう/シュ consult
槙,まき/テン twig
識,し∙る/シキ discriminating
駿,すぐ∙れる/シュン a good horse
歩,ある∙く/ホ walk
禁,キン prohibition
唄,うた/バイ song
鬱,うっ∙する/ウツ gloom
故,ゆえ/コ happenstance
寧,むし∙ろ/ネイ rather
侵,おか∙す/シン encroach
繕,つくろ∙う/ゼン darning
弊,ヘイ abuse
視,み∙る/シ inspection
専,もっぱ∙ら/セン specialty
及,およ∙ぶ/キュウ reach out
募,つの∙る/ボ recruit
館,やかた/カン building
算,そろ/サン calculate
糾,ただ∙す/キュウ twist
除,のぞ∙く/ジョ exclude
的,まと/テキ bull's eye
様,さま/ヨウ Esq.
沿,そ∙う/エン run alongside
牽,ひ∙く/ケン pull
刀,かたな/トウ sword
拒,こば∙む/キョ repel
杭,くい/コウ stake
沈,しず∙む/チン sink
恵,めぐ∙む/ケイ favor
保,たも∙つ/ホ protect
紛,まぎ∙れる/フン distract
尖,とが∙る/セン be pointed
喜,よろこ∙ぶ/キ rejoice
僚,リョウ colleague
庶,ショ commoner
師,いくさ/シ expert
力,ちから/リョク power
公,おおやけ/コウ public
宏,ひろ∙い/コウ wide
忠,チュウ loyalty
京,みやこ/キョウ capital
乳,ちち/ニュウ milk
挽,ひ∙く/バン saw
苔,こけ/タイ moss
街,まち/ガイ boulevard
佳,カ excellent
戸,と/コ door
亙,わた∙る/コウ range
頂,いただ∙く/チョウ place on the head
汝,なんじ/ジョ you
健,すこ∙やか/ケン healthy
烏,からす/ウ crow
亥,い/ガイ sign of the hog
遜,したが∙う/ソン humble
遅,おく∙れる/チ slow
艶,つや/エン glossy
麒,キ Chinese unicorn
奄,おお∙う/エン cover
明,あ∙かり/メイ bright
麗,うるわ∙しい/レイ lovely
愁,うれ∙える/シュウ distress
相,あい-/ソウ inter-
武,たけ∙し/ブ warrior
額,ひたい/ガク forehead
枚,マイ sheet of...
冒,おか∙す/ボウ risk
苑,その/エン garden
平,たい∙ら/ヘイ even
綱,つな/コウ hawser
松,まつ/ショウ pine tree
遵,ジュン abide by
圭,ケイ square jewel
滝,たき/ロウ waterfall
摂,おさ∙める/セツ vicarious
概,おおむ∙ね/ガイ outline
朴,ほう/ボク crude
雑,まじ∙える/ザツ miscellaneous
暉,かが∙やく/キ shine
友,とも/ユウ friend
葦,しお∙れる/イ reed
菱,ひし/リョウ diamond (shape)
惹,ひ∙く/ジャク attract
須,すべから∙く/ス ought
赴,おもむ∙く/フ proceed
然,しか/ゼン sort of thing
貌,かたち/ボウ form
伎,わざ/ギ deed
隆,リュウ hump
僕,しもべ/ボク me
眺,なが∙める/チョウ stare
裾,すそ/キョ cuff
士,さむらい/シ gentleman
珠,たま/シュ pearl
箇,カ counters for things
翁,おきな/オウ venerable old man
貫,つらぬ∙く/カン pierce
従,したが∙う/ジュウ accompany
頌,かたち/ショウ eulogy
毒,ドク poison
芳,かんば∙しい/ホウ perfume
包,つつ∙む/ホウ wrap
措,お∙く/ソ set aside
徹,テツ penetrate
接,つ∙ぐ/セツ touch
楚,いばら/ソ whip
苺,いちご/バイ strawberry
肘,ひじ/チュウ elbow
揮,ふる∙う/キ brandish
晋,すす∙む/シン advance
遡,さかのぼ∙る/ソ go upstream
槌,つち/ツイ hammer
擦,す∙る/サツ grate
点,つ∙ける/テン spot
繭,まゆ/ケン cocoon
準,じゅん∙じる/ジュン semi-
供,そな∙える/キョウ submit
衰,おとろ∙える/スイ decline
或,あ∙る/ワク some
汐,しお/セキ eventide
破,やぶ∙る/ハ rend
剖,ボウ divide
兜,かぶと/トウ helmet
程,ほど/テイ extent
旺,かがや∙き/オウ flourishing
縦,たて/ジュウ vertical
恋,こ∙う/レン romance
卵,たまご/ラン egg
弘,ひろ∙い/コウ vast
倹,つま∙しい/ケン frugal
要,い∙る/ヨウ need
允,じょう/イン license
正,ただ∙しい/セイ correct
観,み∙る/カン outlook
府,フ borough
樫,かし evergreen oak
幡,はた/マン flag
尉,イ military officer
烈,はげ∙しい/レツ ardent
若,わか∙い/ジャク young
後,のち/ゴ behind
刹,セチ temple
鋸,のこ/キョ saw (cuts wood)
着,き∙る/チャク don
動,うご∙く/ドウ move
飯,めし/ハン meal
畿,みやこ/キ capital
製,セイ made in...
景,ケイ scenery
舌,した/ゼツ tongue
奴,やつ/ド guy
尻,しり/コウ buttocks
気,いき/キ spirit
傘,かさ/サン umbrella
宰,サイ superintend
棚,たな/ホウ shelf
二,ふた/ニ two
啄,ついば∙む/タク peck
妻,つま/サイ wife
案,つくえ/アン plan
人,ひと/ジン person
柵,しがら∙む/サク stockade
堺,さかい/カイ world
媒,なこうど/バイ mediator
舜,シュン type of morning glory
勿,なか∙れ/モチ not
奥,おく/オウ heart
葛,つづら/カツ arrowroot
憬,あこが∙れる/ケイ yearn for
覧,み∙る/ラン perusal
助,たす∙ける/ジョ help
紅,べに/コウ crimson
佐,サ assistant
土,つち/ド soil
渇,かわ∙く/カツ thirst
曲,ま∙がる/キョク bend
僅,わず∙か/キン a wee bit
零,ぜろ/レイ zero
銀,しろがね/ギン silver
啓,ひら∙く/ケイ disclose
歴,レキ curriculum
轟,とどろ∙かす/ゴウ roar
挙,あ∙げる/キョ raise
提,さ∙げる/テイ propose
輩,-ばら/ハイ comrade
規,キ standard
岳,たけ/ガク point
峡,はざま/キョウ gorge
逸,そ∙れる/イツ deviate
色,いろ/ショク color
暑,あつ∙い/ショ sultry
姿,すがた/シ figure
卿,きみ/ケイ you
鳩,はと/キュウ pigeon
秦,はた/シン Manchu dynasty
葉,は/ヨウ leaf
狼,おおかみ/ロウ wolf
刻,きざ∙む/コク engrave
宗,むね/シュウ religion
髄,ズイ marrow
狭,せま∙い/キョウ cramped
甘,あま∙い/カン sweet
車,くるま/シャ car
姻,イン matrimony
菖,ショウ iris
窯,かま/ヨウ kiln
苛,いじ∙める/カ torment
洛,ラク Kyoto
昌,さかん/ショウ prosperous
披,ヒ expose
劣,おと∙る/レツ inferiority
森,もり/シン forest
巽,たつみ/ソン southeast
虫,むし/チュウ insect
催,もよう∙す/サイ sponsor
縄,なわ/ジョウ straw rope
紳,シン sire
担,かつ∙ぐ/タン shouldering
戒,いまし∙める/カイ commandment
紋,モン family crest
斗,ト Big Dipper
醐,ゴ boiled butter
多,おお∙い/タ many
格,カク status
幻,まぼろし/ゲン phantasm
認,みと∙める/ニン acknowledge
加,くわ∙える/カ add
浪,ロウ wandering
蒼,あお∙い/ソウ blue
沢,さわ/タク swamp
漁,あさ∙る/ギョ fishing
跡,あと/セキ tracks
謝,あやま∙る/シャ apologize
般,ハン carrier
冗,ジョウ superfluous
懲,こ∙りる/チョウ penal
覚,おぼ∙える/カク memorize
享,う∙ける/キョウ enjoy
彩,いろど∙る/サイ coloring
踊,おど∙る/ヨウ jump
鈴,すず/レイ small bell
晄,あきらか/コウ clear
卯,う/ボウ sign of the hare or rabbit
篇,ヘン volume
邸,やしき/テイ residence
凝,こ∙る/ギョウ congeal
柘,そ/シャ wild mulberry
乃,の/ナイ from
虚,むな∙しい/キョ void
談,ダン discuss
置,お∙く/チ placement
泣,な∙く/キュウ cry
駅,エキ station
四,よ/シ four
閣,カク tower
良,よ∙い/リョウ good
台,うてな/ダイ pedestal
倦,あき∙る/ケン lose interest in
抱,だ∙く/ホウ embrace
近,ちか∙い/キン near
櫂,かい/トウ oar
酢,す/サク vinegar
利,き∙く/リ profit
琶,ハ lute
社,やしろ/シャ company
旦,あき∙らか/タン daybreak
復,また/フク restore
木,き/ボク tree
玖,キュウ beautiful black jewel
本,もと/ホン book
懸,か∙ける/ケン state of suspension
扉,とびら/ヒ front door
統,す∙べる/トウ overall
衣,ころも/イ garment
職,ショク post
宣,のたま∙う/セン proclaim
麦,むぎ/バク barley
麻,あさ/マ hemp
蒙,こうむ∙る/モウ ignorance
挟,はさ∙む/キョウ pinch
場,ば/ジョウ location
丈,たけ/ジョウ length
遊,あそ∙ぶ/ユウ play
燎,かがりび/リョウ burn
軌,キ rut
幸,さいわ∙い/コウ happiness
罷,まか∙り-/ヒ quit
少,すく∙ない/ショウ few
誇,ほこ∙る/コ boast
僧,ソウ Buddhist priest
楽,たの∙しい/ガク music
茄,カ eggplant
傭,やと∙う/ヨウ employ
猪,い/チョ boar
艇,テイ rowboat
庁,やくしょ/チョウ government office
椰,やし/ヤ coconut tree
真,ま/シン true
札,ふだ/サツ tag
戻,もど∙す/レイ re-
靴,くつ/カ shoes
肌,はだ/キ texture
申,もう∙す/シン have the honor to
逆,さか/ギャク inverted
辱,はずかし∙める/ジョク embarrass
著,あらわ∙す/チョ renowned
晨,あした/シン morning
章,ショウ badge
命,いのち/メイ fate
黒,くろ/コク black
踏,ふ∙む/トウ step
艦,カン warship
瓜,うり/カ melon
阿,おもね∙る/ア Africa
幽,ふか∙い/ユウ seclude
泰,タイ peaceful
倖,しあわ∙せ/コウ happiness
拳,こぶし/ケン fist
世,よ/セイ generation
箱,はこ/ソウ box
拶,せま∙る/サツ be imminent
釧,くしろ/セン bracelet
兼,か∙ねる/ケン concurrently
鏡,かがみ/キョウ mirror
孫,まご/ソン grandchild
矩,かね/ク ruler
寂,さび/ジャク loneliness
清,きよ∙い/セイ pure
肝,きも/カン liver
挺,ぬ∙く/チョウ counter for guns, inksticks, palanquins, rickshaws
賢,かしこ∙い/ケン intelligent
星,ほし/セイ star
待,ま∙つ/タイ wait
慄,ふる∙える/リツ fear
伺,うかが∙う/シ pay respects
云,い∙う/ウン say
距,へだ∙たる/キョ long-distance
西,にし/セイ west
掃,は∙く/ソウ sweep
壮,さかん/ソウ robust
妨,さまた∙げる/ボウ disturb
問,と∙う/モン question
懇,ねんご∙ろ/コン sociable
纂,あつ∙める/サン editing
塀,ヘイ fence
反,そ∙る/ハン anti-
晒,さら∙す/サイ bleach
餓,う∙える/ガ starve
賦,フ levy
吉,よし/キチ good luck
謹,つつし∙む/キン discreet
階,きざはし/カイ storey
詮,せん∙ずる/セン discussion
献,たてまつ∙る/ケン offering
犯,おか∙す/ハン crime
嵩,かさ/スウ be aggravated
惟,おも∙んみる/イ consider
紡,つむ∙ぐ/ボウ spinning
粘,ねば∙る/ネン sticky
珀,ハク amber
網,あみ/モウ netting
暢,のび∙る/チョウ stretch
輸,ユ transport
笛,ふえ/テキ flute
席,むしろ/セキ seat
痩,や∙せる/ソウ get thin
梧,あおぎり/ゴ Chinese parasol tree
警,いまし∙める/ケイ admonish
儀,ギ ceremony
莉,リ jasmine
采,と∙る/サイ dice
級,キュウ class
易,やさ∙しい/エキ easy
喬,たか∙い/キョウ high
淀,よど∙む/テン pool
捨,す∙てる/シャ discard
漏,も∙る/ロウ leak
痴,し∙れる/チ stupid
壌,つち/ジョウ lot
推,お∙す/スイ conjecture
趣,おもむき/シュ purport
企,くわだ∙てる/キ undertake
昧,くら∙い/マイ dark
鷲,シュウ eagle
嬉,うれ∙しい/キ glad
亮,あきらか/リョウ clear
緋,あけ/ヒ scarlet
捧,ささ∙げる/ホウ lift up
芭,バ banana
随,まにま∙に/ズイ follow
纏,まつ∙わる/テン wear
秤,はかり/ショウ balances
岡,おか/コウ mount
舎,やど∙る/シャ cottage
后,きさき/コウ empress
承,うけたまわ∙る/ショウ acquiesce
陛,ヘイ highness
藤,ふじ/トウ wisteria
慌,あわ∙てる/コウ disconcerted
晴,は∙れる/セイ clear up
介,カイ jammed in
独,ひと∙り/ドク single
圏,かこ∙い/ケン sphere
張,は∙る/チョウ lengthen
萠,も∙える/ホウ show symptoms of
服,フク clothing
昭,ショウ shining
汀,みぎわ/テイ water's edge
草,くさ/ソウ grass
去,さ∙る/キョ gone
書,か∙く/ショ write
硬,かた∙い/コウ stiff
郁,イク cultural progress
抵,テイ resist
叙,つい∙ず/ジョ confer
隙,すき/ゲキ crevice
暁,あかつき/ギョウ daybreak
族,ゾク tribe
頼,たの∙む/ライ trust
導,みちび∙く/ドウ guidance
禅,しずか/ゼン Zen
坊,ボウ boy
恩,オン grace
獲,え∙る/カク seize
墾,コン ground-breaking
伯,ハク chief
誉,ほま∙れ/ヨ reputation
疎,うと∙い/ソ alienate
蓑,みの/サ straw raincoat
稲,いね/トウ rice plant
購,コウ subscription
男,おとこ/ダン male
倍,バイ double
砧,きぬた/チン fulling block
痘,トウ pox
鬼,おに/キ ghost
秩,チツ regularity
審,つまび∙らか/シン hearing
同,おな∙じ/ドウ same
造,つく∙る/ゾウ create
雁,かり/ガン wild goose
村,むら/ソン village
壊,こわ∙す/カイ demolition
綺,あや/キ figured cloth
録,しる∙す/ロク record
鶴,つる/カク crane
陀,けわ∙しい/タ steep
名,な/メイ name
三,み/サン three
願,ねが∙う/ガン petition
祥,さいわ∙い/ショウ auspicious
処,ところ/ショ dispose
派,ハ faction
租,ソ tariff
池,いけ/チ pond
大,おお-/ダイ large
譲,ゆず∙る/ジョウ defer
引,ひ∙く/イン pull
釣,つ∙る/チョウ angling
停,と∙める/テイ halt
町,まち/チョウ town
天,あまつ/テン heavens
係,かか∙る/ケイ person in charge
華,はな/カ splendor
塁,とりで/ルイ bases
鮎,あゆ/デン freshwater trout
哩,まいる/リ mile
託,かこつ∙ける/タク consign
教,おし∙える/キョウ teach
賜,たまわ∙る/シ grant
腎,ジン kidney
恥,は∙じる/チ shame
蝶,チョウ butterfly
減,へ∙る/ゲン dwindle
猿,さる/エン monkey
郵,ユウ mail
挨,ひら∙く/アイ approach
擁,ヨウ hug
水,みず/スイ water
蕃,バン grow luxuriously
麺,むぎこ/メン noodles
帳,とばり/チョウ notebook
渦,うず/カ whirlpool
層,ソウ stratum
揺,ゆ∙れる/ヨウ swing
性,さが/セイ sex
元,もと/ゲン beginning
茜,あかね/セン madder
襲,おそ∙う/シュウ attack
与,あた∙える/ヨ bestow
小,ちい∙さい/ショウ little
漱,くちすす∙ぐ/ソウ gargle
瑶,たま/ヨウ beautiful as a jewel
腕,うで/ワン arm
茎,くき/ケイ stalk
罵,ののし∙る/バ abuse
猫,ねこ/ビョウ cat
炎,ほのお/エン inflammation
食,く∙う/ショク eat
五,いつ/ゴ five
応,あた∙る/オウ apply
野,の/ヤ plains
買,か∙う/バイ buy
憐,あわ∙れむ/レン pity
蝦,えび/カ shrimp
避,さ∙ける/ヒ evade
脹,は∙れる/チョウ dilate
瑳,みが∙く/サ polish
遮,さえぎ∙る/シャ intercept
家,いえ/カ house
棺,カン coffin
燭,ともしび/ソク light
黄,き/コウ yellow
粒,つぶ/リュウ grains
穏,おだ∙やか/オン calm
循,ジュン sequential
柄,がら/ヘイ design
属,さかん/ゾク belong
題,ダイ topic
式,シキ style
雛,ひな/スウ chick
表,おもて/ヒョウ surface
浦,うら/ホ bay
搾,しぼ∙る/サク squeeze
皮,かわ/ヒ pelt
亀,かめ/キ tortoise
塊,かたまり/カイ clod
通,とお∙る/ツウ traffic
瞭,あきらか/リョウ clear
揚,あ∙げる/ヨウ raise
威,おど∙す/イ intimidate
寡,カ widow
耀,かがや∙く/ヨウ shine
頗,すこぶ∙る/ハ prejudiced
侶,とも/リョ companion
肴,さかな/コウ accompaniment for drinks
伽,とぎ/カ nursing
狂,くる∙う/キョウ lunatic
鎧,よろ∙う/カイ put on armor
碩,おお∙きい/セキ large
終,お∙わる/シュウ end
制,セイ system
惚,ほけ∙る/コツ fall in love with
消,き∙える/ショウ extinguish
椛,かば autumn foliage
療,リョウ heal
有,あ∙る/ユウ possess
洸,コウ sparkling water
詰,つ∙める/キツ packed
稔,みの∙る/ネン harvest
米,こめ/ベイ rice
我,われ/ガ ego
爾,なんじ/ジ you
赤,あか/セキ red
唱,とな∙える/ショウ chant
化,ば∙ける/カ change
轄,くさび/カツ control
窟,いわや/クツ cavern
熊,くま/ユウ bear
貰,もら∙う/セイ get
諮,はか∙る/シ consult with
久,ひさ∙しい/キュウ long time
牲,セイ animal sacrifice
枢,とぼそ/スウ hinge
巖,いわ/ガン rock
針,はり/シン needle
諭,さと∙す/ユ rebuke
羨,うらや∙む/セン envious
疏,あら∙い/ソ pass through
稚,いとけない/チ immature
賞,ほ∙める/ショウ prize
枕,まくら/チン pillow
変,か∙わる/ヘン unusual
史,シ history
盤,バン tray
癒,い∙える/ユ healing
琵,ビ glissando on strings
繁,しげ∙る/ハン luxuriant
簡,えら∙ぶ/カン simplicity
箸,はし/チョ chopsticks
善,よ∙い/ゼン virtuous
役,ヤク duty
戯,たわむ∙れる/ギ frolic
純,ジュン genuine
甥,おい/セイ nephew
臼,うす/キュウ mortar
流,なが∙れる/リュウ current
冬,ふゆ/トウ winter
始,はじ∙める/シ commence
宥,なだ∙める/ユウ soothe
彗,ほうき/スイ comet
救,すく∙う/キュウ salvation
楯,たて/ジュン shield
抽,ひき-/チュウ pluck
礁,ショウ reef
祉,シ welfare
曙,あけぼの/ショ dawn
梛,なぎ/ダ type of tall evergreen tree
奨,すす∙める/ショウ exhort
但,ただ∙し/タン however
酸,す∙い/サン acid
粥,かゆ/イク rice gruel
冶,い∙る/ヤ melting
鱒,ます/ソン salmon trout
杜,もり/ト woods
粉,デシメートル/フン flour
法,のり/ホウ method
茉,マツ jasmine
帝,みかど/テイ sovereign
最,もっと∙も/サイ utmost
融,と∙ける/ユウ dissolve
岬,みさき/コウ headland
計,はか∙る/ケイ plot
鉛,なまり/エン lead
恒,つね/コウ constancy
欄,てすり/ラン column
儒,ジュ Confucian
斐,ヒ beautiful
腰,こし/ヨウ loins
太,ふと∙い/タイ plump
芦,あし/ロ reed
借,か∙りる/シャク borrow
滅,ほろ∙びる/メツ destroy
版,ハン printing block
範,ハン pattern
蓬,よもぎ/ホウ sagebrush
綸,いと/リン thread
伴,ともな∙う/ハン consort
貧,まず∙しい/ヒン poverty
嘱,しょく∙する/ショク entrust
民,たみ/ミン people
董,ただ∙す/トウ correct
御,おん-/ギョ honorable
菫,すみれ/キン the violet
好,この∙む/コウ fond
魯,おろか/ロ foolish
協,キョウ co-
吾,われ/ゴ I
巻,ま∙く/カン scroll
珊,センチ/サン coral
燕,つばめ/エン swallow (bird)
遭,あ∙う/ソウ encounter
値,ね/チ price
惇,あつ∙い/シュン sincere
穣,わら/ジョウ good crops
燃,も∙える/ネン burn
辛,から∙い/シン spicy
峠,とうげ mountain peak
班,ハン squad
肥,こ∙える/ヒ fertilizer
施,ほどこ∙す/シ give
惜,お∙しい/セキ pity
育,そだ∙つ/イク bring up
遺,のこ∙す/イ bequeath
崩,くず∙れる/ホウ crumble
頑,かたく/ガン stubborn
確,たし∙か/カク assurance
魚,うお/ギョ fish
磨,みが∙く/マ grind
香,か/コウ incense
預,あず∙ける/ヨ deposit
済,す∙む/サイ finish
鎌,かま/レン sickle
約,つづ∙まる/ヤク promise
項,うなじ/コウ paragraph
半,なか∙ば/ハン half
転,ころ∙がる/テン revolve
撤,テツ remove
豪,えら∙い/ゴウ overpowering
所,ところ/ショ place
焚,た∙く/フン burn
毬,いが/キュウ burr
拷,ゴウ torture
茅,かや/ボウ miscanthus reed
構,かま∙える/コウ posture
互,たが∙い/ゴ mutually
林,はやし/リン grove
馳,は∙せる/チ run
祝,いわ∙う/シュク celebrate
嘲,あざけ∙る/チョウ ridicule
毘,たす∙ける/ヒ help
聴,き∙く/チョウ listen
弱,よわ∙い/ジャク weak
敏,さとい/ビン cleverness
韓,から/カン Korea
瞥,ベツ glance at
示,しめ∙す/ジ show
庵,いおり/アン hermitage
荘,ほうき/ソウ villa
糖,トウ sugar
斎,とき/サイ purification
顔,かお/ガン face
芝,しば/シ turf
染,そ∙める/セン dye
単,ひとえ/タン simple
撰,せん∙する/サン composing
彼,かれ/ヒ he
奇,く∙しき/キ strange
答,こた∙える/トウ solution
兆,きざ∙す/チョウ portent
吐,は∙く/ト spit
仲,なか/チュウ go-between
眉,まゆ/ビ eyebrow
限,かぎ∙る/ゲン limit
革,かわ/カク leather
樹,き/ジュ timber
慮,おもんぱく∙る/リョ prudence
仔,こ/シ offspring (animal)
匿,かくま∙う/トク hide
怜,あわ∙れむ/レイ wise
降,お∙りる/コウ descend
心,こころ/シン heart
荒,あら∙い/コウ laid waste
何,なに/カ what
蘇,よみがえ∙る/ソ be resuscitated
奪,うば∙う/ダツ rob
恣,ほしいまま/シ selfish
雌,め-/シ feminine
射,い∙る/シャ shoot
巡,めぐ∙る/ジュン patrol
果,は∙たす/カ fruit
朝,あさ/チョウ morning
肪,ボウ obese
望,のぞ∙む/ボウ ambition
縫,ぬ∙う/ホウ sew
個,コ individual
希,まれ/キ hope
拉,らっ∙する/ラツ Latin
誤,あやま∙る/ゴ mistake
篠,しの/ゾウ bamboo grass
逮,タイ apprehend
釈,とく/シャク explanation
添,そ∙える/テン annexed
戚,いた∙む/ソク grieve
言,い∙う/ゲン say
濫,みだ∙りに/ラン excessive
禄,さいわ∙い/ロク fief
叱,しか∙る/シツ scold
柚,ゆず/ユ citron
其,それ/キ that
次,つ∙ぐ/ジ next
叫,さけ∙ぶ/キョウ shout
温,あたた∙か/オン warm
即,つ∙く/ソク instant
宴,うたげ/エン banquet
風,かぜ/フウ wind
湯,ゆ/トウ hot water
遙,はる∙か/ヨウ far off
攻,せ∙める/コウ aggression
雄,お-/ユウ masculine
喫,の∙む/キツ consume
鹿,しか/ロク deer
戊,つちのえ/ボ 5th calendar sign
濡,ぬれ∙る/ジュ get wet
慣,な∙れる/カン accustomed
枠,わく frame
勁,つよ∙い/ケイ strong
紙,かみ/シ paper
忘,わす∙れる/ボウ forget
批,ヒ criticism
憾,うら∙む/カン remorse
暦,こよみ/レキ calendar
庸,ヨウ commonplace
冷,つめ∙たい/レイ cool
宮,みや/キュウ Shinto shrine
桟,かけはし/サン scaffold
六,む/ロク six
徒,いたずら/ト on foot
殿,との/デン Mr.
毛,け/モウ fur
漠,バク vague
履,は∙く/リ perform
衷,チュウ inmost
港,みなと/コウ harbor
追,お∙う/ツイ chase
邑,うれ∙える/ユウ village
丙,ひのえ/ヘイ third class
続,つづ∙く/ゾク continue
英,はなぶさ/エイ England
勢,いきお∙い/セイ forces
貴,たっと∙い/キ precious
忙,いそが∙しい/ボウ busy
届,とど∙ける/カイ deliver
辻,つじ crossing
勅,いまし∙める/チョク imperial order
鰯,いわし sardine
妊,はら∙む/ニン pregnancy
魁,さきがけ/カイ charging ahead of others
器,うつわ/キ utensil
荻,おぎ/テキ reed
翼,つばさ/ヨク wing
勲,いさお/クン meritorious deed
慶,よろこ∙び/ケイ jubilation
料,リョウ fee
票,ヒョウ ballot
死,し∙ぬ/シ death
皓,しろ∙い/コウ white
呼,よ∙ぶ/コ call
賃,チン fare
碁,ゴ Go
菩,ボ kind of grass
隻,セキ vessels
王,オウ king
免,まぬか∙れる/メン excuse
姪,めい/テツ niece
暖,あたた∙か/ダン warmth
勺,シャク ladle
飲,の∙む/イン drink
盛,も∙る/セイ boom
局,つぼね/キョク bureau
溺,いばり/デキ drown
錬,ね∙る/レン tempering
鐘,かね/ショウ bell
装,よそお∙う/ソウ attire
尭,たか∙い/ギョウ high
吻,くちわき/フン proboscis
檀,まゆみ/ダン cedar
刷,す∙る/サツ printing
耐,た∙える/タイ -proof
叉,また/サ fork in road
論,ロン argument
厩,うまや/キュウ barn
治,おさ∙める/ジ reign
謡,うた∙い/ヨウ song
仰,あお∙ぐ/ギョウ face-up
噌,かまびす∙しい/ソウ boisterous
鳶,とび/エン black kite
抗,あらが∙う/コウ confront
浬,かいり/リ knot
病,や∙む/ビョウ ill
蕗,ふき/ロ butterbur
緊,し∙める/キン tense
宕,すぎる/トウ cave
株,かぶ/シュ stocks
湧,わ∙く/ユウ boil
蒐,あかね/シュウ gather
虹,にじ/コウ rainbow
孔,あな/コウ cavity
堆,うずたか∙い/タイ piled high
一,ひと-/イチ one
礎,いしずえ/ソ cornerstone
箕,み/キ winnowing
嗅,か∙ぐ/キュウ smell
吸,す∙う/キュウ suck
腺,セン gland
八,や/ハチ eight
豚,ぶた/トン pork
蕪,かぶ/ブ turnip
祭,まつ∙る/サイ ritual
増,ま∙す/ゾウ increase
雇,やと∙う/コ employ
致,いた∙す/チ doth
匡,すく∙う/キョウ correct
煤,すす/バイ soot
諧,かな∙う/カイ harmony
緯,よこいと/イ horizontal
煙,けむ∙る/エン smoke
吟,ギン versify
隈,くま/ワイ corner
選,えら∙ぶ/セン elect
擢,ぬ∙く/テキ excel in
債,サイ bond
彬,うるわ∙しい/ヒン refined
南,みなみ/ナン south
菊,キク chrysanthemum
運,はこ∙ぶ/ウン carry
錐,きり/スイ auger
欽,つつし∙む/キン respect
丹,に/タン rust-colored
枯,か∙れる/コ wither
脩,おさ∙める/シュウ dried meat
証,あかし/ショウ evidence
簿,ボ register
季,キ seasons
酌,く∙む/シャク bar-tending
輪,わ/リン wheel
掠,かす∙める/リャク pillage
妥,ダ gentle
暮,く∙れる/ボ evening
極,きわ∙める/キョク poles
雨,あめ/ウ rain
伊,かれ/イ Italy
巳,み/シ sign of the snake or serpent
妬,ねた∙む/ト jealous
慨,ガイ rue
芥,からし/カイ mustard
条,えだ/ジョウ article
鑑,かんが∙みる/カン specimen
肯,がえんじ∙る/コウ agreement
榊,さかき sacred Shinto tree
仮,かり/カ sham
伍,いつつ/ゴ five
寺,てら/ジ Buddhist temple
澪,みお/レイ water route
舵,かじ/ダ rudder
浩,おおき∙い/コウ wide expanse
茨,いばら/シ briar
界,カイ world
根,ね/コン root
来,く∙る/ライ come
稿,わら/コウ draft
涼,すず∙しい/リョウ refreshing
窄,すぼ∙める/サク narrow
験,あかし/ケン verification
画,えが∙く/ガ brush-stroke
弧,コ arc
頒,わか∙つ/ハン distribute
虐,しいた∙げる/ギャク tyrannize
珈,かみかざり/カ ornamental hairpin
硯,すずり/ケン inkstone
団,かたまり/ダン group
鞭,むち/ベン whip
恢,ひろ∙い/カイ wide
幅,はば/フク hanging scroll
洲,しま/シュウ continent
甫,はじ∙めて/ホ for the first time
汗,あせ/カン sweat
収,おさ∙める/シュウ income
窪,くぼ∙む/ワ depression
上,うえ/ジョウ above
屑,くず/セツ rubbish
冠,かんむり/カン crown
掲,かか∙げる/ケイ put up (a notice)
阪,さか/ハン heights
居,い∙る/キョ reside
潰,つぶ∙す/カイ crush
葵,あおい/キ hollyhock
滴,しずく/テキ drip
瀕,ほとり/ヒン shore
嬢,むすめ/ジョウ lass
湖,みずうみ/コ lake
絹,きぬ/ケン silk
診,み∙る/シン checkup
聞,き∙く/ブン hear
銃,つつ/ジュウ gun
斑,ふ/ハン spot
隅,すみ/グウ corner
岩,いわ/ガン boulder
堤,つつみ/テイ dike
